Date ,Time,Time_of_day,Weather,Week,Sample,Mesoccosm,Stage,Probe,Temp,pH,Turb,DO_mgL,DO_perc
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T1,Fish only,Hach,,,,8.73,88.3
4/11/2020,19:36,Sunset,Overcast/rainy,7,1,T2,Fish only,Hach,,,,8.73,95.6
4/11/2020,19:36,Sunset,Overcast/rainy,7,2,T2,Fish only,Hach,,,,8.7,95.5
5/11/2020,6:19,Sunrise,Overcast/rainy,7,1,T2,Fish only,Hach,,,,7.39,74.9
5/11/2020,6:19,Sunrise,Overcast/rainy,7,2,T2,Fish only,Hach,,,,7.39,74.3
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T2,Fish only,Horiba,16.55,8.25,0,,
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T2,Fish only,Horiba,15.95,8.82,8.9,,
5/11/2020,10:40,Morning,Overcast/rainy,7,3,T2,Fish only,Horiba,16.06,8.96,0.6,,
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T2,Fish only,Hach,,,,8.78,89.1
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T2,Fish only,Hach,,,,8.79,89.3
4/11/2020,19:36,Sunset,Overcast/rainy,7,1,T3,Fish only,Hach,,,,8.66,95.3
4/11/2020,19:36,Sunset,Overcast/rainy,7,2,T3,Fish only,Hach,,,,8.67,95.6
5/11/2020,6:19,Sunrise,Overcast/rainy,7,1,T3,Fish only,Hach,,,,7.38,75
5/11/2020,6:19,Sunrise,Overcast/rainy,7,2,T3,Fish only,Hach,,,,7.44,75
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T3,Fish only,Horiba,16.24,8.73,0,,
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T3,Fish only,Horiba,15.78,8.69,29.5,,
5/11/2020,10:40,Morning,Overcast/rainy,7,3,T3,Fish only,Horiba,15.91,8.88,18.1,,
5/11/2020,10:40,Morning,Overcast/rainy,7,1,T3,Fish only,Hach,,,,8.93,91
5/11/2020,10:40,Morning,Overcast/rainy,7,2,T3,Fish only,Hach,,,,8.92,90.9
4/11/2020,19:45,Sunset,Overcast/rainy,7,1,T4,Fish only,Hach,,,,9.05,99.4
4/11/2020,19:45,Sunset,Overcast/rainy,7,2,T4,Fish only,Hach,,,,8.89,97.7
5/11/2020,6:22,Sunrise,Overcast/rainy,7,1,T4,Fish only,Hach,,,,7.59,77.5
5/11/2020,6:22,Sunrise,Overcast/rainy,7,2,T4,Fish only,Hach,,,,7.56,76.7
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T4,Fish only,Horiba,15.75,8.88,8.4,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T4,Fish only,Horiba,15.21,9.14,8.4,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T4,Fish only,Horiba,14.82,8.83,18.2,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T4,Fish only,Hach,,,,9.04,91.8
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T4,Fish only,Hach,,,,9.1,92.3
4/11/2020,19:45,Sunset,Overcast/rainy,7,1,T5,Fish only,Hach,,,,8.66,95.4
4/11/2020,19:45,Sunset,Overcast/rainy,7,2,T5,Fish only,Hach,,,,8.6,94.5
5/11/2020,6:22,Sunrise,Overcast/rainy,7,1,T5,Fish only,Hach,,,,7.52,76.6
5/11/2020,6:22,Sunrise,Overcast/rainy,7,2,T5,Fish only,Hach,,,,7.3,74
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T5,Fish only,Horiba,15.15,9,27,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T5,Fish only,Horiba,15.43,9.19,19,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T5,Fish only,Horiba,14.75,8.9,15.7,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T5,Fish only,Hach,,,,8.94,89.8
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T5,Fish only,Hach,,,,8.95,89.7
4/11/2020,19:45,Sunset,Overcast/rainy,7,1,T6,Fish only,Hach,,,,7.7,85
4/11/2020,19:45,Sunset,Overcast/rainy,7,2,T6,Fish only,Hach,,,,7.65,84.2
5/11/2020,6:22,Sunrise,Overcast/rainy,7,1,T6,Fish only,Hach,,,,6.64,67.7
5/11/2020,6:22,Sunrise,Overcast/rainy,7,2,T6,Fish only,Hach,,,,6.67,67.5
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T6,Fish only,Horiba,15.04,9.23,7.9,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T6,Fish only,Horiba,14.55,8.95,35.1,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T6,Fish only,Horiba,14.58,8.52,36.6,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T6,Fish only,Hach,,,,7.86,78.2
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T6,Fish only,Hach,,,,7.89,78.6
4/11/2020,19:49,Sunset,Overcast/rainy,7,1,T7,Fish only,Hach,,,,9.23,101.2
4/11/2020,19:49,Sunset,Overcast/rainy,7,2,T7,Fish only,Hach,,,,9.14,100.2
5/11/2020,6:25,Sunrise,Overcast/rainy,7,1,T7,Fish only,Hach,,,,7.86,79.9
5/11/2020,6:25,Sunrise,Overcast/rainy,7,2,T7,Fish only,Hach,,,,7.86,79.6
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T7,Fish only,Horiba,14.24,8.31,34,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T7,Fish only,Horiba,15.67,9.04,0,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T7,Fish only,Horiba,15.5,8.88,28.8,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T7,Fish only,Hach,,,,9.41,94.7
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T7,Fish only,Hach,,,,9.41,95
4/11/2020,19:49,Sunset,Overcast/rainy,7,1,T8,Fish only,Hach,,,,8.73,96.4
4/11/2020,19:49,Sunset,Overcast/rainy,7,2,T8,Fish only,Hach,,,,8.73,96.3
5/11/2020,6:25,Sunrise,Overcast/rainy,7,1,T8,Fish only,Hach,,,,7.69,78.4
5/11/2020,6:25,Sunrise,Overcast/rainy,7,2,T8,Fish only,Hach,,,,7.37,74.9
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T8,Fish only,Horiba,14.99,8.83,18.8,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T8,Fish only,Horiba,15.48,9.01,31.1,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T8,Fish only,Horiba,15.74,8.99,18.1,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T8,Fish only,Hach,,,,8.97,91.5
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T8,Fish only,Hach,,,,8.98,91.7
4/11/2020,19:49,Sunset,Overcast/rainy,7,1,T9,Fish only,Hach,,,,9.23,101.4
4/11/2020,19:49,Sunset,Overcast/rainy,7,2,T9,Fish only,Hach,,,,9.14,100.6
5/11/2020,6:25,Sunrise,Overcast/rainy,7,1,T9,Fish only,Hach,,,,8.02,81.7
5/11/2020,6:25,Sunrise,Overcast/rainy,7,2,T9,Fish only,Hach,,,,8.03,81.6
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T9,Fish only,Horiba,15.59,8.83,30.8,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T9,Fish only,Horiba,15.77,8.89,19.3,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T9,Fish only,Horiba,16.01,8.83,28.5,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T9,Fish only,Hach,,,,9.44,96.4
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T9,Fish only,Hach,,,,9.46,96.8
4/11/2020,19:53,Sunset,Overcast/rainy,7,1,T10,Fish only,Hach,,,,8.59,94.5
4/11/2020,19:53,Sunset,Overcast/rainy,7,2,T10,Fish only,Hach,,,,8.44,93.3
5/11/2020,6:27,Sunrise,Overcast/rainy,7,1,T10,Fish only,Hach,,,,7.34,74.9
5/11/2020,6:27,Sunrise,Overcast/rainy,7,2,T10,Fish only,Hach,,,,7.32,74.6
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T10,Fish only,Horiba,16.47,8.84,0.4,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T10,Fish only,Horiba,15.29,8.33,19.7,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T10,Fish only,Horiba,15.41,8.57,20.3,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T10,Fish only,Hach,,,,8.65,88.6
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T10,Fish only,Hach,,,,8.64,88.7
4/11/2020,19:53,Sunset,Overcast/rainy,7,1,T11,Fish only,Hach,,,,8.61,94.7
4/11/2020,19:53,Sunset,Overcast/rainy,7,2,T11,Fish only,Hach,,,,8.54,94.2
5/11/2020,6:27,Sunrise,Overcast/rainy,7,1,T11,Fish only,Hach,,,,7.36,74.9
5/11/2020,6:27,Sunrise,Overcast/rainy,7,2,T11,Fish only,Hach,,,,7.35,74.6
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T11,Fish only,Horiba,16.46,8.84,2.4,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T11,Fish only,Horiba,16.24,8.62,4.5,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T11,Fish only,Horiba,15.69,8.58,19.5,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T11,Fish only,Hach,,,,8.74,89
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T11,Fish only,Hach,,,,8.64,88.2
4/11/2020,19:53,Sunset,Overcast/rainy,7,1,T12,Fish only,Hach,,,,8.67,95.2
4/11/2020,19:53,Sunset,Overcast/rainy,7,2,T12,Fish only,Hach,,,,8.75,96.2
5/11/2020,6:27,Sunrise,Overcast/rainy,7,1,T12,Fish only,Hach,,,,7.68,77.9
5/11/2020,6:27,Sunrise,Overcast/rainy,7,2,T12,Fish only,Hach,,,,7.28,73.8
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T12,Fish only,Horiba,15.82,8.58,12,,
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T12,Fish only,Horiba,15.57,8.53,19.2,,
5/11/2020,10:54,Morning,Overcast/rainy,7,3,T12,Fish only,Horiba,15.16,8.59,10,,
5/11/2020,10:54,Morning,Overcast/rainy,7,1,T12,Fish only,Hach,,,,9.02,90.8
5/11/2020,10:54,Morning,Overcast/rainy,7,2,T12,Fish only,Hach,,,,8.97,90.4
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T3,Fish_Exposure,Hach,,,,7.9,95.4
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T3,Fish_Exposure,Hach,,,,7.88,95.8
12/11/2020,6:09,Sunrise,Fine,8,1,T3,Fish_Exposure,Hach,,,,6.29,71.9
12/11/2020,6:09,Sunrise,Fine,8,2,T3,Fish_Exposure,Hach,,,,6.13,70.2
12/11/2020,10:05,Morning,Sunny,8,1,T3,Fish_Exposure,Horiba,21.63,6.92,9.9,,
12/11/2020,10:05,Morning,Sunny,8,2,T3,Fish_Exposure,Horiba,22.29,6.87,2.3,,
12/11/2020,10:05,Morning,Sunny,8,3,T3,Fish_Exposure,Horiba,22.2,6.77,2.3,,
12/11/2020,10:05,Morning,Sunny,8,1,T3,Fish_Exposure,Hach,,,,6.29,75
12/11/2020,10:05,Morning,Sunny,8,2,T3,Fish_Exposure,Hach,,,,6.38,74.7
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T6,Fish_Exposure,Hach,,,,7.45,89.8
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T6,Fish_Exposure,Hach,,,,7.13,86.3
12/11/2020,6:09,Sunrise,Fine,8,1,T6,Fish_Exposure,Hach,,,,5.95,68.1
12/11/2020,6:09,Sunrise,Fine,8,2,T6,Fish_Exposure,Hach,,,,5.87,67.3
12/11/2020,10:05,Morning,Sunny,8,1,T6,Fish_Exposure,Horiba,21.03,6.91,3.1,,
12/11/2020,10:05,Morning,Sunny,8,2,T6,Fish_Exposure,Horiba,20.98,6.82,19.5,,
12/11/2020,10:05,Morning,Sunny,8,3,T6,Fish_Exposure,Horiba,20.82,6.64,74.3,,
12/11/2020,10:05,Morning,Sunny,8,1,T6,Fish_Exposure,Hach,,,,5.92,68.5
12/11/2020,10:05,Morning,Sunny,8,2,T6,Fish_Exposure,Hach,,,,5.92,68.1
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T8,Fish_Exposure,Hach,,,,7.93,96
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T8,Fish_Exposure,Hach,,,,7.36,89.6
12/11/2020,6:09,Sunrise,Fine,8,1,T8,Fish_Exposure,Hach,,,,6.44,73.9
12/11/2020,6:09,Sunrise,Fine,8,2,T8,Fish_Exposure,Hach,,,,6.37,73
12/11/2020,10:05,Morning,Sunny,8,1,T8,Fish_Exposure,Horiba,22.43,6.87,2.6,,
12/11/2020,10:05,Morning,Sunny,8,2,T8,Fish_Exposure,Horiba,22.67,6.8,2.3,,
12/11/2020,10:05,Morning,Sunny,8,3,T8,Fish_Exposure,Horiba,22.54,6.78,2.9,,
12/11/2020,10:05,Morning,Sunny,8,1,T8,Fish_Exposure,Hach,,,,6.81,80.9
12/11/2020,10:05,Morning,Sunny,8,2,T8,Fish_Exposure,Hach,,,,6.8,80.5
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T10,Fish_Exposure,Hach,,,,6.99,84.8
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T10,Fish_Exposure,Hach,,,,7.01,85.2
12/11/2020,6:09,Sunrise,Fine,8,1,T10,Fish_Exposure,Hach,,,,5.81,66.6
12/11/2020,6:09,Sunrise,Fine,8,2,T10,Fish_Exposure,Hach,,,,5.87,67.2
12/11/2020,10:05,Morning,Sunny,8,1,T10,Fish_Exposure,Horiba,22.09,6.9,33.1,,
12/11/2020,10:05,Morning,Sunny,8,2,T10,Fish_Exposure,Horiba,21.87,6.77,44.4,,
12/11/2020,10:05,Morning,Sunny,8,3,T10,Fish_Exposure,Horiba,22.54,6.79,4,,
12/11/2020,10:05,Morning,Sunny,8,1,T10,Fish_Exposure,Hach,,,,6.21,73
12/11/2020,10:05,Morning,Sunny,8,2,T10,Fish_Exposure,Hach,,,,6.06,71.4
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T2,Fish_Exposure,Hach,,,,7.41,89.3
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T2,Fish_Exposure,Hach,,,,7.23,87.4
12/11/2020,6:09,Sunrise,Fine,8,1,T2,Fish_Exposure,Hach,,,,5.8,66.1
12/11/2020,6:09,Sunrise,Fine,8,2,T2,Fish_Exposure,Hach,,,,5.78,65.9
12/11/2020,10:18,Morning,Sunny,8,1,T2,Fish_Exposure,Horiba,22.18,6.34,77.4,,
12/11/2020,10:18,Morning,Sunny,8,2,T2,Fish_Exposure,Horiba,23.01,7,2,,
12/11/2020,10:18,Morning,Sunny,8,3,T2,Fish_Exposure,Horiba,22.98,6.95,1.7,,
12/11/2020,10:18,Morning,Sunny,8,1,T2,Fish_Exposure,Hach,,,,6.09,71.5
12/11/2020,10:18,Morning,Sunny,8,2,T2,Fish_Exposure,Hach,,,,6.18,72.5
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T5,Fish_Exposure,Hach,,,,7.68,92.6
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T5,Fish_Exposure,Hach,,,,7.58,91.6
12/11/2020,6:09,Sunrise,Fine,8,1,T5,Fish_Exposure,Hach,,,,6.21,70.9
12/11/2020,6:09,Sunrise,Fine,8,2,T5,Fish_Exposure,Hach,,,,6.1,69.7
12/11/2020,10:18,Morning,Sunny,8,1,T5,Fish_Exposure,Horiba,20.82,6.75,41.8,,
12/11/2020,10:18,Morning,Sunny,8,2,T5,Fish_Exposure,Horiba,21.72,6.93,18.7,,
12/11/2020,10:18,Morning,Sunny,8,3,T5,Fish_Exposure,Horiba,21.66,6.92,56.6,,
12/11/2020,10:18,Morning,Sunny,8,1,T5,Fish_Exposure,Hach,,,,6.31,72.4
12/11/2020,10:18,Morning,Sunny,8,2,T5,Fish_Exposure,Hach,,,,6.35,72.9
11/11/2020,19:17,Sunset,Overcast/rainy,8,1,T7,Fish_Exposure,Hach,,,,8.34,100.6
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T7,Fish_Exposure,Hach,,,,8.2,99.1
11/12/2020,6:09,Sunrise,Fine,8,1,T7,Fish_Exposure,Hach,,,,6.88,78.6
12/11/2020,6:09,Sunrise,Fine,8,2,T7,Fish_Exposure,Hach,,,,6.88,78.6
12/11/2020,10:18,Morning,Sunny,8,1,T7,Fish_Exposure,Horiba,23.45,7,1.3,,
12/11/2020,10:18,Morning,Sunny,8,2,T7,Fish_Exposure,Horiba,22.03,7,16.7,,
12/11/2020,10:18,Morning,Sunny,8,3,T7,Fish_Exposure,Horiba,22.04,6.96,27.5,,
12/11/2020,10:18,Morning,Sunny,8,1,T7,Fish_Exposure,Hach,,,,7.39,86.8
12/11/2020,10:18,Morning,Sunny,8,2,T7,Fish_Exposure,Hach,,,,7.7,90.5
12/11/2020,19:17,Sunset,Overcast/rainy,8,1,T11,Fish_Exposure,Hach,,,,7.56,91
11/11/2020,19:17,Sunset,Overcast/rainy,8,2,T11,Fish_Exposure,Hach,,,,7.36,88.6
12/11/2020,6:09,Sunrise,Fine,8,1,T11,Fish_Exposure,Hach,,,,6.15,70.1
12/11/2020,6:09,Sunrise,Fine,8,2,T11,Fish_Exposure,Hach,,,,6.16,70.3
12/11/2020,10:18,Morning,Sunny,8,1,T11,Fish_Exposure,Horiba,22.56,6.94,15.8,,
12/11/2020,10:18,Morning,Sunny,8,2,T11,Fish_Exposure,Horiba,21.97,7.01,44.4,,
12/11/2020,10:18,Morning,Sunny,8,3,T11,Fish_Exposure,Horiba,22.11,6.97,42.9,,
12/11/2020,10:18,Morning,Sunny,8,1,T11,Fish_Exposure,Hach,,,,6.15,71.2
12/11/2020,10:18,Morning,Sunny,8,2,T11,Fish_Exposure,Hach,,,,6.22,72
11/11/2020,19:36,Sunset,Overcast/rainy,8,1,T1,Fish_Exposure,Hach,,,,7.51,89.9
11/11/2020,19:36,Sunset,Overcast/rainy,8,2,T1,Fish_Exposure,Hach,,,,7.82,94.1
12/11/2020,6:09,Sunrise,Fine,8,1,T1,Fish_Exposure,Hach,,,,6.42,73.1
12/11/2020,6:09,Sunrise,Fine,8,2,T1,Fish_Exposure,Hach,,,,6.47,73.7
12/11/2020,10:35,Morning,Sunny,8,1,T1,Fish_Exposure,Horiba,22.32,6.62,49.8,,
12/11/2020,10:35,Morning,Sunny,8,2,T1,Fish_Exposure,Horiba,21.9,7.55,71.2,,
12/11/2020,10:35,Morning,Sunny,8,3,T1,Fish_Exposure,Horiba,21.78,7.53,57.7,,
12/11/2020,10:35,Morning,Sunny,8,1,T1,Fish_Exposure,Hach,,,,6.82,80.7
12/11/2020,10:35,Morning,Sunny,8,2,T1,Fish_Exposure,Hach,,,,6.67,79
11/11/2020,19:36,Sunset,Overcast/rainy,8,1,T4,Fish_Exposure,Hach,,,,7.8,93.9
11/11/2020,19:36,Sunset,Overcast/rainy,8,2,T4,Fish_Exposure,Hach,,,,7.79,93.9
11/12/2020,6:09,Sunrise,Fine,8,1,T4,Fish_Exposure,Hach,,,,6.26,71.5
12/11/2020,6:09,Sunrise,Fine,8,2,T4,Fish_Exposure,Hach,,,,6.05,69.2
12/11/2020,10:35,Morning,Sunny,8,1,T4,Fish_Exposure,Horiba,22.45,7.13,33.9,,
12/11/2020,10:35,Morning,Sunny,8,2,T4,Fish_Exposure,Horiba,22.7,7.58,29,,
12/11/2020,10:35,Morning,Sunny,8,3,T4,Fish_Exposure,Horiba,21.99,7.42,44,,
12/11/2020,10:35,Morning,Sunny,8,1,T4,Fish_Exposure,Hach,,,,6.46,74.8
12/11/2020,10:35,Morning,Sunny,8,2,T4,Fish_Exposure,Hach,,,,6.52,75.6
12/11/2020,19:36,Sunset,Overcast/rainy,8,1,T9,Fish_Exposure,Hach,,,,8.46,101.9
11/11/2020,19:36,Sunset,Overcast/rainy,8,2,T9,Fish_Exposure,Hach,,,,8.43,101.9
12/11/2020,6:09,Sunrise,Fine,8,1,T9,Fish_Exposure,Hach,,,,6.96,79.6
12/11/2020,6:09,Sunrise,Fine,8,2,T9,Fish_Exposure,Hach,,,,7.11,81.3
12/11/2020,10:35,Morning,Sunny,8,1,T9,Fish_Exposure,Horiba,23.68,7.7,3.5,,
12/11/2020,10:35,Morning,Sunny,8,2,T9,Fish_Exposure,Horiba,22.97,7.56,48.7,,
12/11/2020,10:35,Morning,Sunny,8,3,T9,Fish_Exposure,Horiba,22.36,7.51,29.4,,
12/11/2020,10:35,Morning,Sunny,8,1,T9,Fish_Exposure,Hach,,,,7.3,86.4
12/11/2020,10:35,Morning,Sunny,8,2,T9,Fish_Exposure,Hach,,,,7.35,87
11/11/2020,19:36,Sunset,Overcast/rainy,8,1,T12,Fish_Exposure,Hach,,,,7.66,92
11/11/2020,19:36,Sunset,Overcast/rainy,8,2,T12,Fish_Exposure,Hach,,,,7.52,90.3
12/11/2020,6:09,Sunrise,Fine,8,1,T12,Fish_Exposure,Hach,,,,6.42,73.1
12/11/2020,6:09,Sunrise,Fine,8,2,T12,Fish_Exposure,Hach,,,,6.43,73.2
12/11/2020,10:35,Morning,Sunny,8,1,T12,Fish_Exposure,Horiba,21.52,7.71,22.2,,
12/11/2020,10:35,Morning,Sunny,8,2,T12,Fish_Exposure,Horiba,21.1,7.22,74.2,,
12/11/2020,10:35,Morning,Sunny,8,3,T12,Fish_Exposure,Horiba,21.79,7.47,100,,
12/11/2020,10:35,Morning,Sunny,8,1,T12,Fish_Exposure,Hach,,,,6.44,73.8
12/11/2020,10:35,Morning,Sunny,8,2,T12,Fish_Exposure,Hach,,,,6.35,73
18/11/2020,19:06,Sunset,Sunny,9,1,T3,Fish_Exposure,Hach,,,,8.66,120.8
18/11/2020,19:06,Sunset,Sunny,9,2,T3,Fish_Exposure,Hach,,,,9.06,123.6
19/11/2020,6:11,Sunrise,Fine,9,1,T3,Fish_Exposure,Hach,,,,6.31,74.5
19/11/2020,6:11,Sunrise,Fine,9,2,T3,Fish_Exposure,Hach,,,,6.05,72.1
19/11/2020,10:28,Morning,Sunny,9,1,T3,Fish_Exposure,Horiba,23.29,5.19,90.8,,
19/11/2020,10:28,Morning,Sunny,9,2,T3,Fish_Exposure,Horiba,23.83,6.31,38.1,,
19/11/2020,10:28,Morning,Sunny,9,3,T3,Fish_Exposure,Horiba,23.77,6.78,42.7,,
19/11/2020,10:28,Morning,Sunny,9,1,T3,Fish_Exposure,Hach,,,,6.42,77.5
19/11/2020,10:28,Morning,Sunny,9,2,T3,Fish_Exposure,Hach,,,,6.38,77.9
18/11/2020,19:06,Sunset,Sunny,9,1,T6,Fish_Exposure,Hach,,,,8.06,110.1
18/11/2020,19:06,Sunset,Sunny,9,2,T6,Fish_Exposure,Hach,,,,8.48,113.6
19/11/2020,6:11,Sunrise,Fine,9,1,T6,Fish_Exposure,Hach,,,,6.03,71.3
19/11/2020,6:11,Sunrise,Fine,9,2,T6,Fish_Exposure,Hach,,,,6.01,70.9
19/11/2020,10:28,Morning,Sunny,9,1,T6,Fish_Exposure,Horiba,23.05,6.57,24.7,,
19/11/2020,10:28,Morning,Sunny,9,2,T6,Fish_Exposure,Horiba,23.3,6.97,13.8,,
19/11/2020,10:28,Morning,Sunny,9,3,T6,Fish_Exposure,Horiba,23.61,7.1,13.7,,
19/11/2020,10:28,Morning,Sunny,9,1,T6,Fish_Exposure,Hach,,,,5.78,67.9
19/11/2020,10:28,Morning,Sunny,9,2,T6,Fish_Exposure,Hach,,,,5.76,68.3
18/11/2020,19:06,Sunset,Sunny,9,1,T8,Fish_Exposure,Hach,,,,8.04,106.2
18/11/2020,19:06,Sunset,Sunny,9,2,T8,Fish_Exposure,Hach,,,,8.04,105.5
19/11/2020,6:11,Sunrise,Fine,9,1,T8,Fish_Exposure,Hach,,,,6.53,76.8
19/11/2020,6:11,Sunrise,Fine,9,2,T8,Fish_Exposure,Hach,,,,6.3,74.1
19/11/2020,10:28,Morning,Sunny,9,1,T8,Fish_Exposure,Horiba,23.9,6.32,14.2,,
19/11/2020,10:28,Morning,Sunny,9,2,T8,Fish_Exposure,Horiba,24.23,7.04,21.7,,
19/11/2020,10:28,Morning,Sunny,9,3,T8,Fish_Exposure,Horiba,23.77,7.11,13.7,,
19/11/2020,10:28,Morning,Sunny,9,1,T8,Fish_Exposure,Hach,,,,6.73,82.4
19/11/2020,10:28,Morning,Sunny,9,2,T8,Fish_Exposure,Hach,,,,6.4,78.9
18/11/2020,19:06,Sunset,Sunny,9,1,T10,Fish_Exposure,Hach,,,,7.77,104.7
18/11/2020,19:06,Sunset,Sunny,9,2,T10,Fish_Exposure,Hach,,,,7.91,106.5
19/11/2020,6:11,Sunrise,Fine,9,1,T10,Fish_Exposure,Hach,,,,6.07,72.4
19/11/2020,6:11,Sunrise,Fine,9,2,T10,Fish_Exposure,Hach,,,,6.11,72.7
19/11/2020,10:28,Morning,Sunny,9,1,T10,Fish_Exposure,Horiba,24.2,6.37,46.9,,
19/11/2020,10:28,Morning,Sunny,9,2,T10,Fish_Exposure,Horiba,24.5,6.96,43.9,,
19/11/2020,10:28,Morning,Sunny,9,3,T10,Fish_Exposure,Horiba,24.97,7.3,19.2,,
19/11/2020,10:28,Morning,Sunny,9,1,T10,Fish_Exposure,Hach,,,,6.29,76.9
19/11/2020,10:28,Morning,Sunny,9,2,T10,Fish_Exposure,Hach,,,,6.02,73.9
18/11/2020,19:12,Sunset,Sunny,9,1,T2,Fish_Exposure,Hach,,,,8.81,117.4
18/11/2020,19:12,Sunset,Sunny,9,2,T2,Fish_Exposure,Hach,,,,8.69,116
19/11/2020,6:22,Sunrise,Fine,9,1,T2,Fish_Exposure,Hach,,,,5.99,70.7
19/11/2020,6:22,Sunrise,Fine,9,2,T2,Fish_Exposure,Hach,,,,6.11,72.7
19/11/2020,10:36,Morning,Sunny,9,1,T2,Fish_Exposure,Horiba,24.5,6.03,66.8,,
19/11/2020,10:36,Morning,Sunny,9,2,T2,Fish_Exposure,Horiba,25.41,7.43,0.9,,
19/11/2020,10:36,Morning,Sunny,9,3,T2,Fish_Exposure,Horiba,25.13,7.46,2.2,,
19/11/2020,10:36,Morning,Sunny,9,1,T2,Fish_Exposure,Hach,,,,6.69,82.7
19/11/2020,10:36,Morning,Sunny,9,2,T2,Fish_Exposure,Hach,,,,7.01,86
18/11/2020,19:12,Sunset,Sunny,9,1,T5,Fish_Exposure,Hach,,,,8.71,117.9
18/11/2020,19:12,Sunset,Sunny,9,2,T5,Fish_Exposure,Hach,,,,8.69,117.6
19/11/2020,6:22,Sunrise,Fine,9,1,T5,Fish_Exposure,Hach,,,,5.78,69.1
19/11/2020,6:22,Sunrise,Fine,9,2,T5,Fish_Exposure,Hach,,,,5.73,68.4
19/11/2020,10:36,Morning,Sunny,9,1,T5,Fish_Exposure,Horiba,24.49,7.24,14.2,,
19/11/2020,10:36,Morning,Sunny,9,2,T5,Fish_Exposure,Horiba,23.91,7.04,56.4,,
19/11/2020,10:36,Morning,Sunny,9,3,T5,Fish_Exposure,Horiba,24.33,7.44,2.6,,
19/11/2020,10:36,Morning,Sunny,9,1,T5,Fish_Exposure,Hach,,,,5.63,67.8
19/11/2020,10:36,Morning,Sunny,9,2,T5,Fish_Exposure,Hach,,,,5.7,68.9
